Survey,clean_text,Label
"Mungkin Kurang Penjelasan secara Prakteknya, kalau teorinya aman",mungkin kurang jelas praktek kalau teori aman,negatif
mungkin lebih jangan terlalu terburuburu pak kalau menjelaskan karena perograman web sulit,mungkin lebih jangan terlalu terburuburu pak kalau jelas perograman web sulit,negatif
Masih belum ada,belum,positif
cara mengajarnya menarik jadi membuat kita tertarik dengan materinya,cara ajar tarik jadi buat tarik materi,positif
"Memang setiap pertemuan tidak diberi tugas, tapi sekalinya dikasih tugasnya malah merepotkan harus keliling mencari spot foto yang bagus",memang temu tidak beri tugas sekali kasih tugas malah repot keliling cari spot foto bagus,negatif
materinya seru,materi seru,positif
semoga kedepannya menjadi yang lebih baik lagi,moga depan jadi lebih baik,positif
sangat baik ibu semoga tetap mempertahankan sikap baik ibu terimakasih.,sangat baik ibu moga tetap tahan sikap baik ibu terimakasih,positif
terkadang tugas diberikan tidak sesuai dengan kemampuan Siswa lain dan harus dipaksa bisa di bidang terntentu untuk mengejar nilai,terkadang tugas beri tidak sesuai mampu siswa dan paksa di bidang terntentu kejar nilai,negatif
Agar lebih detail lagi dalam memberi penjelasan mengenai materi yang ada,lebih detail dalam beri jelas kena materi ada,negatif
Ibu selaku pengampu pengantar akutansi sudah sangat baik serta saya nyaman di ajar oleh Bu,ibu selaku ampu antar akutansi sangat baik saya nyaman ajar bu,positif
Cukup baik untuk saat ini,cukup baik saat,positif
maternya mudah diterima dan cara mengajar yang tidak membosankan,maternya mudah terima cara ajar tidak bosan,positif
Sekali kali offline buk,sekali kali offline buk,negatif
Semoga sukses dan sehat selalu untuk ibu,moga sukses sehat selalu ibu,positif
materi mudah dimengerti dan soal juga sesuai dengan kemampuan Siswa,materi mudah erti soal sesuai mampu siswa,positif
Cukuppp,cukuppp,positif
terimakasih bu,terimakasih bu,positif
tolong disertakan latihan buat data di google colab bu,serta latih buat data google colab bu,negatif
Guru dapat menciptakan suasana kelas yang enjoy sehingga Siswa tidak tertekan.,guru cipta suasana kelas enjoy siswa tidak tekan,positif
Gaada saran bu semangat teruss ibu,gaada saran bu semangat teruss ibu,positif
Semoga dapat dipertahankan dan menjadi lebih baik kedepannya,moga tahan jadi lebih baik depan,positif
di pertahankan buu Siswa cukup bahagia dengan sistem pengajaran yang ibu sampaikan :),tahan buu siswa cukup bahagia sistem ajar ibu sampai,positif
tidak ada sudah cukup baik,tidak sudah cukup baik,positif
Tidak ada saran dari saya.,tidak saran saya,positif
penyampaian materi yang kurang keras dan juga kurang interaktif dengan Siswa,sampai materi kurang keras juga kurang interaktif siswa,negatif
Sudah sangat baik. Materi yang disampaikan sudah sangat relevan. Tiap pertemuan diadakan quizizz kuis ringan2 saja & seru untuk mereview ulang materi yang disampaikan. Dan dapat mengetahui seberapa paham tingkat kepahaman mahaiswa. Strategi Quizizz (kuis ringan & seru) perlu dicontoh Guru2 lainnya juga. Terimakasih,sangat baik materi sampai sangat relevan tiap temu ada quizizz kuis ringan seru mereview ulang materi sampai dapat tahu berapa paham tingkat paham mahaiswa strategi quizizz kuis ringan seru perlu contoh guru lain terimakasih,positif
Semoga guru lebih memperhatikan setiap siswanya,moga guru lebih perhati siswa,positif
saran saya agar guru utk dpt menanggapi jika Siswa menghubungi,saran agar guru utk dpt tanggap siswa hubung,negatif
Semangat Bu,semangat bu,positif
Saran saya jika ada pemilihan kelompok lebih baik dipilihkan oleh guru saja agar adil jadi tidak ada kata untuk yang pintar sendiri dan yg kurang pintar sendiri (kubu),saran jika pilih kelompok lebih baik pilih guru agar adil jadi tidak kata yang pintar sendiri yg kurang pintar sendiri kubu,negatif
"Terkadang penjelasan kurang jelas dikarenakan suara bu yang kurang terdengar, mohon untuk menambah sedikit volume suaranya bu, terima kasih",terkadang jelas kurang jelas karena suara bu kurang dengar mohon tambah sedikit volume suara bu terima kasih,negatif
Ibu sangat baikk dalam menjelaskan,ibu sangat baikk jelas,positif
Terima kasih satu semester ini banyak pelajaran yang saya dapat,terima kasih satu semester banyak ajar saya,positif
Gurunya sangat mampu menjelaskan dengan baik dan tertata dalam menjelaskan materi,guru sangat mampu jelas baik tata jelas materi,positif
"kenapa tidak ada evaluasi individu? karena yang saya rasakan ada guru yang sangat baik penyampaian materi, metode pengajaran, dan objektif penilaiannya. namun ada juga guru lain yang penguasaan materinya kurang, ada yang metode pengajarannya kurang tepat, dan ada pula yang sistem penilaiannya kurang. menurut saya pribadi, mungkin jika evaluasinya bersifat individu, saran untuk guru pengampu akan lebih tepat sasaran",tidak evaluasi individu rasa guru yang sangat baik sampai materi metode ajar objektif nilai guru yang kuasa materi kurang ada yang metode ajar kurang tepat ada yang sistem nilai kurang saya pribadi mungkin evaluasi sifat individu saran guru ampu lebih tepat sasar,negatif
Upgrade membelajaran agar lebih menyenangkan,upgrade ajar lebih senang,negatif
Untuk bu kalau ngajar jangan terlalu nge rap buuu :),bu kalau ngajar jangan terlalu nge rap buuu,negatif
"terimakasih bu,",terimakasih bu,positif
Belum ada.,belum,positif
"Saran saya, bapak mohon lebih kencang sedikit menyampaikan materinya, supaya kami yang di belakang dapat mendengar dengan jelas.",saran bapak mohon lebih kencang sedikit sampai materi kami di belakang dengar jelas,negatif
MAAF BU KALAU SAYA MASIH BANYAK MELUPAKAN TUGAS IBU,maaf bu kalau masih banyak lupa tugas ibu,positif
saran saya pembelajaran offline sering diterapkan agar Siswa bisa mudah memahami materi dari pembelejaran yg disampaikan,saran ajar offline sering terap siswa mudah paham materi pembelejaran yg sampai,negatif
Penyampaian materi yang baik,sampai materi baik,positif
Timeline nya kurang Fleksibel,timeline nya kurang fleksibel,negatif
Joss,joss,positif
Semoga kedepannya semakin bagus,moga depan makin bagus,positif
Sampean sangar pak karo Siswa pertahankan pak,sampean sangar pak karo siswa tahan pak,positif
Saran saya untuk guru pengampu agar dapat lebih memahami kapasitas para Siswa nya agar materi yang diberikan dapat diterima dengan baik,saran untuk guru ampu lebih paham kapasitas siswa nya materi beri dapat terima baik,negatif
Timakasih bu atas penyampaian materi selama satu semester ini,timakasih bu atas sampai materi lama satu semester,positif
"Untuk kedepannya mungkin lebih dipermudah dalam mengakses materi yang diberikan, karena ada beberapa materi yang tidak bisa diakses, sehingga saya kesulitan untuk mempelajari ulang materi yang diberikan. Terima kasih ibu, atas materi dan bimbingannya dalam satu semester ini.",depan mungkin lebih mudah akses materi beri ada beberapa materi tidak akses saya sulit ajar ulang materi beri terima kasih ibu atas materi bimbing satu semester,negatif
"dalam menjelaskan, sebaiknya suaranya lebih jelas",jelas baik suara lebih jelas,negatif
dapat memberikan pembelajaran yang lebih efektif agar Siswa dapat memahami dan mendapatkan tujuan yang jelas dalam setiap mapel yang dituju,beri ajar lebih efektif siswa paham dapat tuju jelas tiap mapel tuju,positif
banyak bersabar yaa bu mungkin Siswa nya yang maih kurang faham untuk ibuk sudah terbaik,banyak sabar yaa bu mungkin siswa nya maih kurang faham ibuk baik,positif
apabila siswa/mahasiswi menghubungi mohon dibalas,apabila siswa mahasiswi hubung mohon balas,negatif
"Terimakasi ibu, sukses selalu.",terimakasi ibu sukses selalu,positif
joz,joz,positif
Sudah sangat baik dalam proses pembelajaran di kelas dan dalam penyampaian materi sangat jelas. Semoga kedepannya tetap seperti itu.,sangat baik proses ajar kelas dalam sampai materi sangat jelas moga depan tetap itu,positif
saya dapat menerima materi dengan jelas semoga kedepanya dapat lebih baik amin,terima materi jelas moga depa dapat lebih baik amin,positif
Keren 3 Buu,keren buu,positif
penjelasan perlahan lahan agar dipahami seluruh Siswa dengan baik,jelas perlahan lahan paham seluruh siswa baik,positif
untuk penyampaian materi mungkin lebih enak dan efektif jikalau di adakan pertemuan tatap muka,sampai materi mungkin lebih enak efektif jikalau adakan temu tatap muka,negatif
Terimakasih untuk pak sudah memberikan materi design ui/ux dengan sangat baik dan santai.,terimakasih pak beri materi design ui ux sangat baik santai,positif
sangat baik dalam mengajar,sangat baik ajar,positif
semoga mapel saya ini lulus dan semoga diberi nilai yg terbaik memuaskan aminn,moga mapel ini lulus moga beri nilai yg baik muas aminn,positif
Semoga tetap menjadi guru yang lebih baik dan lebih banyak interaksi dengan siswanya.,moga tetap jadi guru lebih baik lebih banyak interaksi siswa,positif
dalam penyampaian materi sudah cukup baik,sampai materi cukup baik,positif
Bisa memberi sumber materi yang diakan dipelajari,beri sumber materi dia ajar,positif
Terima kasih atas,terima kasih atas,positif
"semoga pembelajaran kedepannya ada referensi video agar lebih mudah dipahami, that's all thank you pak",moga ajar depan referensi video lebih mudah paham that s all thank you pak,negatif
Guru yang sangat baik dan selalu mau berdikusi dengan siswanya,guru sangat baik selalu mau kus siswa,positif
pembelajaran selama semester ini sudah sangat baik,ajar lama semester sudah sangat baik,positif
Penyampaian materi sangat mudah di pahami,sampai materi sangat mudah paham,positif
ditunggu mabar valonya lagi pak,tunggu mabar valonya pak,positif
Keep up the goodwork bu!,keep up the goodwork bu,positif
guru pengampu sudah memberikan yang baik bagi siswanya dan diharap akan terus semakin baik,guru ampu beri baik siswa harap terus makin baik,positif
lebih efisien lagi dalam mengajar,lebih efisien dalam ajar,negatif
saran nya yaitu lebih banyak interaksi lagi kepada Siswa nya,saran nya lebih banyak interaksi kepada siswa nya,negatif
"Bu Gurunya seru dan menyenangkan, semoga kedepannya ketemu lagi di Pelajaran lainnya",bu guru seru senang moga depan ketemu di ajar lain,positif
Memberitahu ke Siswa jika tidak ada kelas maximal 3 jam sebelum pelajaran dimulai,memberitahu siswa tidak kelas maximal jam belum ajar mulai,negatif
Penyampaian materi yang kurang,sampai materi kurang,negatif
"Saran dari saya, semoga ibu dapat memperpanjang batas waktu pengumpulan tugas, sehingga kami tidak terlalu terbebani dan dapat mengerjakannya dengan maksimal.",saran saya moga ibu panjang batas waktu kumpul tugas kami tidak terlalu beban dapat kerja maksimal,negatif
Semoga bu diberi kesehatan dan dilancarkan segala urusannya.,moga bu beri sehat lancar segala urus,positif
"MasyaAllah, istiqamah selalu pak! ¿¿¿¿¿¿¿¿",masyaallah istiqamah selalu pak,positif
Saran saya sebaiknya Matematika dilakukan secara offline di sekolah,saran baik matematika laku offline sekolah,negatif
semangat terus pak,semangat terus pak,positif
Lebih bagus lagi dalam mengajar,lebih bagus dalam ajar,positif
"kurangnya komunikasi langsung, jadi sulit untuk memahami materi yang di sampaikan, berharap kedepannya yang lebih baik lagi",kurang komunikasi langsung jadi sulit paham materi di sampai harap depan lebih baik,negatif
"Penyampaian materi sebaiknya tidak menggunakan video record kelas sebelumnya, dan tidak terlalu cepat dalam menyampaikan materi.",sampai materi baik tidak guna video record kelas belum tidak terlalu cepat sampai materi,negatif
saran saya sebelum ujian diberitahukan terlebih dulu apakah open book atau close book sehingga bisa lebih dipersiapkan,saran belum uji diberitahukan lebih dulu open book close book bisa lebih siap,negatif
Materi yang diajarkan sudah sangat baik namun kadang materi sulit ditangkap,materi ajar sangat baik kadang materi sulit tangkap,negatif
"Guru aktif berdiskusi bareng, mas aripp cool",guru aktif diskus bareng mas aripp cool,positif
Saran supaya ibu guru lebih detail dalam memberikan informasi agar Siswa tidak bingung. Terima kasih,saran ibu guru lebih detail beri informasi siswa tidak bingung terima kasih,negatif
Mantap pak,mantap pak,positif
"sebainya pak kalau menerangkan suaranya jangan pelan, karena kadang terdengar kurang jelas",sebai pak kalau terang suara jangan pelan kadang dengar kurang jelas,negatif
"Saya merasa cukup puas dengan proses mengajar Ibu, namun alangkah baiknya intonasi dalam mengajar dapat lebih pelan agar lebih dapat dipahami.",rasa cukup puas proses ajar ibu alangkah baik intonasi ajar lebih pelan lebih paham,negatif
lebih baik menyampaikan materi pembelajaran,lebih baik sampai materi ajar,positif
semoga semester depan ketemu bu lagi,moga semester depan ketemu bu,positif
Materi yang disampaikan cukup jelas dan juga guru dapat memberikan suatu gambaran mengenai materi yang disampaikan sehingga mudah untuk dimengerti akan tetapi untuk penjelasan materi supaya guru sedikit untuk meningkatkan suaranya,materi sampai cukup jelas juga guru beri suatu gambar kena materi sampai mudah erti tetapi jelas materi guru sedikit tingkat suara,positif
terima kasih bu,terima kasih bu,positif
"Tidak ada, Selama Pelajaran SIA selalu lancar",tidak lama ajar sia selalu lancar,positif
Oke juga,oke,positif
sangat baik dalam membimbing Siswa,sangat baik bimbing siswa,positif
Sangat Bak,sangat bak,positif
Semoga tetap konsisten kedepannya,moga tetap konsisten depan,positif
Pengajarannya sudah bagus materinyapun sesuai,ajar bagus materi sesuai,positif
Semoga selalu membimbing dengan sangat baik dan dapat membantu Siswa mengerti bagaimana eksekusi yang harus dilakukan dalam menyelesaikan Tugas Akhirnya,moga selalu bimbing sangat baik dapat bantu siswa erti bagaimana eksekusi harus laku selesai tugas akhir,positif
"tidak ada, terima kasih pak selama satu semester ini, sehat selalu pak .",tidak terima kasih pak lama satu semester sehat selalu pak,positif
Ibu keren cara ngajar nya bagus juga cuman saya saja yang memang dari awal tidak mengerti sama sekali apa yang ibu jelaskan mohon maaf sekali bu Dan saya malu banget mau nanya soal nya emang g tau apaapa di matematika bu,ibu keren cara ngajar nya bagus cuman saja memang awal tidak erti sama sekali apa ibu jelas mohon maaf sekali bu saya malu banget mau nanya soal nya emang g tau apaapa matematika bu,positif
sudah baik lebih ditingkatkan lagi,baik lebih tingkat,positif
Saran kedepannya untuk lebih memberikan kelas responsif terutama dalam pengerjaan tugas besar,saran depan lebih beri kelas responsif utama kerja tugas besar,negatif
"Saran dari saya mungkin tidak ada, karena guru sudah menyampaikan materi dengan sangat baik, interaksi dengan Siswa juga sangat baik sekali dan pembelajaran tidak membosankan meskipun online",saran saya mungkin tidak karena guru sampai materi sangat baik interaksi siswa sangat baik sekali ajar tidak bosan meski online,positif
Terima kasih atas ilmunya,terima kasih atas ilmu,positif
saya suka dengan metode pembelajaran mengajak para Siswa untuk berdiskusi dan membagikan pemikiran mereka tentang topik yang dibahas,suka metode ajar ajak siswa diskus bagi pikir tentang topik bahas,positif
Kelas Fisika lebih baik diadakan untuk kelas offline. Terimakasih,kelas fisika lebih baik ada kelas offline terimakasih,negatif
"mungkin lebih ke lebih jelas lagi saat menyampaikan materi bu, karena kadang suaranya bu tidak kedengaran",mungkin lebih lebih jelas saat sampai materi bu kadang suara bu tidak dengar,negatif
